timestamp,elapsed_seconds,io2,io3, resistance,eda,ir,bpm,accel_x,accel_y,accel_z
1752796622.979,1644.174,0.48291,1.70147,408412.00,2.44850,113322,51,-687.0000,-79.0000,-4054.0000
1752796623.119,1644.314,0.48352,1.70208,409118.00,2.44428,113166,51,-679.0000,-85.0000,-4041.0000
1752796623.209,1644.404,0.48474,1.70147,410235.00,2.43762,113188,51,-668.0000,-90.0000,-4037.0000
1752796623.289,1644.484,0.47619,1.70818,409734.00,2.44061,113194,51,-669.0000,-73.0000,-4047.0000
1752796623.466,1644.661,0.47741,1.70879,399207.00,2.45519,113188,51,-668.0000,-89.0000,-4043.0000
1752796623.549,1644.744,0.48230,1.70208,407300.00,2.45519,113287,51,-668.0000,-89.0000,-4043.0000
1752796623.723,1644.918,0.47924,1.70269,408208.00,2.44973,113294,51,-676.0000,-87.0000,-4051.0000
1752796623.877,1645.072,0.48291,1.70269,400297.00,2.49814,113391,51,-680.0000,-66.0000,-4042.0000
1752796624.013,1645.208,0.47863,1.70574,402986.00,2.48147,113434,51,-669.0000,-93.0000,-4043.0000
1752796624.133,1645.328,0.47741,1.70757,400297.00,2.48886,113334,51,-664.0000,-82.0000,-4043.0000
1752796624.234,1645.429,0.47924,1.70818,400297.00,2.49814,113315,51,-683.0000,-89.0000,-4032.0000
1752796624.375,1645.570,0.48107,1.70330,403388.00,2.49814,113370,51,-682.0000,-80.0000,-4048.0000
1752796624.491,1645.686,0.47924,1.70696,403388.00,2.47900,113374,51,-672.0000,-73.0000,-4045.0000
1752796624.622,1645.817,0.47741,1.70635,399603.00,2.50248,113406,51,-665.0000,-76.0000,-4049.0000
1752796624.722,1645.917,0.47802,1.70635,401094.00,2.49318,113444,51,-670.0000,-72.0000,-4033.0000
1752796624.819,1646.014,0.47863,1.70513,400695.00,2.49566,113527,51,-668.0000,-78.0000,-4053.0000
1752796624.983,1646.178,0.47924,1.70574,402986.00,2.47841,113581,51,-675.0000,-95.0000,-4054.0000
1752796625.092,1646.287,0.47924,1.70757,399009.00,2.48147,113423,51,-673.0000,-71.0000,-4030.0000
1752796625.243,1646.438,0.47680,1.70879,399009.00,2.50621,113435,51,-669.0000,-80.0000,-4042.0000
1752796625.416,1646.611,0.48779,1.70269,402882.00,2.48211,113433,51,-662.0000,-85.0000,-4038.0000
1752796625.525,1646.720,0.50122,1.68559,434329.00,2.32927,113429,51,-667.0000,-76.0000,-4041.0000
1752796625.630,1646.825,0.50061,1.68498,434329.00,2.30240,113493,51,-672.0000,-77.0000,-4044.0000
1752796625.754,1646.949,0.50122,1.68376,435585.00,2.29576,113567,51,-668.0000,-95.0000,-4044.0000
1752796625.880,1647.075,0.49817,1.68987,425025.00,2.35280,113619,51,-662.0000,-75.0000,-4035.0000
1752796625.971,1647.166,0.50061,1.68376,428073.00,2.33605,113653,51,-680.0000,-55.0000,-4039.0000
1752796626.169,1647.364,0.50305,1.68071,439461.00,2.27551,113528,51,-663.0000,-79.0000,-4037.0000
1752796626.285,1647.480,0.50061,1.68437,439689.00,2.27433,113517,51,-663.0000,-79.0000,-4037.0000
1752796626.416,1647.611,0.48230,1.70085,435585.00,2.29576,113500,51,-687.0000,-81.0000,-4037.0000
1752796626.584,1647.779,0.48535,1.69902,407411.00,2.45452,113565,51,-670.0000,-66.0000,-4031.0000
1752796626.723,1647.918,0.48657,1.69780,415959.00,2.40408,113576,51,-668.0000,-87.0000,-4030.0000
1752796626.913,1648.108,0.48291,1.69963,411652.00,2.42923,113555,51,-671.0000,-61.0000,-4029.0000
1752796627.044,1648.239,0.48291,1.70330,412984.00,2.44129,113629,51,-642.0000,-76.0000,-4041.0000
1752796627.189,1648.384,0.48962,1.69475,412984.00,2.42140,113685,51,-678.0000,-75.0000,-4041.0000
1752796627.362,1648.557,0.48901,1.69475,417602.00,2.37464,113509,51,-671.0000,-75.0000,-4040.0000
1752796627.442,1648.637,0.49023,1.69536,417602.00,2.39462,113594,51,-663.0000,-65.0000,-4038.0000
1752796627.564,1648.759,0.48962,1.69658,418743.00,2.38810,113547,51,-653.0000,-67.0000,-4040.0000
1752796627.665,1648.860,0.48901,1.69597,419250.00,2.38521,113584,51,-653.0000,-67.0000,-4040.0000
1752796627.816,1649.011,0.48901,1.69475,417602.00,2.39462,113647,51,-658.0000,-85.0000,-4041.0000
1752796627.932,1649.127,0.48840,1.69658,419037.00,2.38642,113692,51,-672.0000,-85.0000,-4033.0000
1752796628.011,1649.206,0.48901,1.69536,416675.00,2.39995,113671,51,-672.0000,-85.0000,-4033.0000
1752796628.129,1649.324,0.48962,1.69536,418319.00,2.39052,113586,51,-680.0000,-65.0000,-4040.0000
1752796628.238,1649.433,0.49206,1.69231,420609.00,2.37750,113610,51,-673.0000,-71.0000,-4039.0000
1752796628.353,1649.548,0.49084,1.69292,422990.00,2.36412,113544,51,-665.0000,-88.0000,-4034.0000
1752796628.467,1649.662,0.48962,1.69475,419462.00,2.38400,113562,51,-673.0000,-85.0000,-4049.0000
1752796628.575,1649.770,0.49206,1.68987,422052.00,2.36937,113705,51,-677.0000,-79.0000,-4038.0000
1752796628.692,1649.887,0.49206,1.69292,425891.00,2.34801,113514,51,-671.0000,-84.0000,-4041.0000
1752796628.781,1649.976,0.49206,1.69292,421544.00,2.37223,113490,51,-658.0000,-73.0000,-4039.0000
1752796628.939,1650.134,0.49328,1.69231,422990.00,2.36412,113518,51,-668.0000,-90.0000,-4048.0000
1752796629.042,1650.237,0.49267,1.69292,421624.00,2.37178,113470,51,-668.0000,-85.0000,-4030.0000
1752796629.135,1650.330,0.49267,1.69231,419675.00,2.38279,113512,51,-680.0000,-78.0000,-4036.0000
1752796629.252,1650.447,0.49145,1.69231,423206.00,2.36291,113585,51,-683.0000,-81.0000,-4034.0000
1752796629.376,1650.571,0.49389,1.69109,422990.00,2.37223,113404,51,-665.0000,-84.0000,-4047.0000
1752796629.497,1650.692,0.49328,1.69170,422990.00,2.36412,113384,51,-671.0000,-93.0000,-4041.0000
1752796629.599,1650.794,0.49267,1.69292,424224.00,2.35724,113395,51,-669.0000,-82.0000,-4035.0000
1752796629.710,1650.905,0.49389,1.69231,424440.00,2.35605,113439,51,-669.0000,-72.0000,-4044.0000
1752796629.791,1650.986,0.49084,1.69292,426836.00,2.34282,113456,51,-674.0000,-80.0000,-4036.0000
1752796629.901,1651.096,0.49145,1.69170,421838.00,2.37058,113444,51,-673.0000,-80.0000,-4030.0000
1752796630.013,1651.208,0.49084,1.69292,420182.00,2.37992,113207,51,-685.0000,-85.0000,-4040.0000
1752796630.157,1651.352,0.49023,1.69414,421624.00,2.37178,113356,51,-678.0000,-83.0000,-4044.0000
1752796630.256,1651.451,0.48962,1.69414,419888.00,2.38159,113216,51,-683.0000,-79.0000,-4031.0000
1752796630.366,1651.561,0.49023,1.69597,419969.00,2.38112,113260,51,-683.0000,-79.0000,-4031.0000
1752796630.497,1651.692,0.48718,1.69658,418025.00,2.39220,113309,51,-669.0000,-72.0000,-4043.0000
1752796630.623,1651.818,0.48535,1.69963,414617.00,2.41186,113343,51,-665.0000,-93.0000,-4031.0000
1752796630.765,1651.960,0.48413,1.69963,411150.00,2.43220,113451,51,-661.0000,-77.0000,-4041.0000
1752796630.878,1652.073,0.48291,1.70269,409027.00,2.44483,113236,51,-677.0000,-82.0000,-4032.0000
1752796631.019,1652.214,0.48107,1.70208,408617.00,2.44728,113137,51,-672.0000,-82.0000,-4039.0000
1752796631.180,1652.375,0.47924,1.70574,410325.00,2.43709,113204,51,-666.0000,-82.0000,-4049.0000
1752796631.308,1652.503,0.47741,1.70757,400000.00,2.50000,113250,51,-674.0000,-64.0000,-4040.0000
1752796631.403,1652.598,0.47741,1.70879,400297.00,2.49814,113258,51,-668.0000,-80.0000,-4041.0000
1752796631.541,1652.736,0.47619,1.71001,396047.00,2.50684,113348,51,-682.0000,-74.0000,-4040.0000
1752796631.719,1652.914,0.47436,1.71123,396047.00,2.52495,113489,51,-676.0000,-87.0000,-4049.0000
1752796631.873,1653.068,0.46886,1.71551,393205.00,2.54320,113591,51,-656.0000,-81.0000,-4029.0000
1752796632.007,1653.202,0.46886,1.71612,388638.00,2.57308,113261,51,-666.0000,-74.0000,-4029.0000
1752796632.114,1653.309,0.46825,1.71673,387958.00,2.57759,113345,51,-671.0000,-68.0000,-4047.0000
1752796632.248,1653.443,0.46581,1.71917,384495.00,2.60081,113416,51,-675.0000,-76.0000,-4039.0000
1752796632.404,1653.599,0.46703,1.71917,383633.00,2.60665,113557,51,-677.0000,-81.0000,-4047.0000
1752796632.519,1653.714,0.46581,1.71978,384007.00,2.60411,113618,51,-675.0000,-84.0000,-4029.0000
1752796632.637,1653.832,0.46520,1.72100,381058.00,2.62427,113797,51,-675.0000,-69.0000,-4045.0000
1752796632.758,1653.953,0.46276,1.72161,380019.00,2.63144,113874,51,-674.0000,-82.0000,-4040.0000
1752796632.901,1654.096,0.46215,1.72344,375470.00,2.64796,113742,51,-668.0000,-90.0000,-4042.0000
1752796633.009,1654.204,0.45971,1.72405,375470.00,2.66332,113690,51,-673.0000,-86.0000,-4037.0000
1752796633.162,1654.357,0.45726,1.72650,374626.00,2.66933,113693,51,-675.0000,-80.0000,-4034.0000
1752796633.312,1654.507,0.45726,1.72711,372403.00,2.67793,113674,51,-682.0000,-83.0000,-4043.0000
1752796633.406,1654.601,0.45849,1.72772,372403.00,2.68526,113825,51,-674.0000,-95.0000,-4040.0000
1752796633.511,1654.706,0.45849,1.72833,372102.00,2.68743,113891,51,-674.0000,-95.0000,-4040.0000
1752796633.665,1654.860,0.46154,1.72650,371442.00,2.69221,114023,51,-639.0000,-82.0000,-4054.0000
1752796633.748,1654.943,0.46032,1.72650,376800.00,2.65392,113693,51,-649.0000,-78.0000,-4046.0000
1752796633.856,1655.051,0.45910,1.72894,373963.00,2.67406,113900,51,-674.0000,-74.0000,-4047.0000
1752796633.963,1655.158,0.45482,1.72894,371744.00,2.69002,113967,51,-678.0000,-80.0000,-4045.0000
1752796634.109,1655.304,0.45055,1.73260,367927.00,2.71793,113961,51,-680.0000,-83.0000,-4037.0000
1752796634.230,1655.425,0.44994,1.73626,362666.00,2.75735,114002,51,-685.0000,-82.0000,-4031.0000
1752796634.366,1655.561,0.44872,1.73626,352394.00,2.77383,114006,51,-669.0000,-85.0000,-4041.0000
1752796634.540,1655.735,0.43834,1.74786,352394.00,2.83773,114003,51,-670.0000,-79.0000,-4053.0000
1752796634.641,1655.836,0.43895,1.74603,344320.00,2.90427,113962,51,-672.0000,-88.0000,-4034.0000
1752796634.768,1655.963,0.44017,1.74542,348269.00,2.87924,114095,51,-674.0000,-84.0000,-4047.0000
1752796634.870,1656.065,0.43468,1.74908,348269.00,2.87134,114148,51,-663.0000,-83.0000,-4035.0000
1752796634.993,1656.188,0.42796,1.75580,343215.00,2.91362,114168,51,-675.0000,-77.0000,-4049.0000
1752796635.114,1656.309,0.43162,1.75397,333302.00,3.00027,114213,51,-668.0000,-83.0000,-4033.0000
1752796635.335,1656.530,0.43223,1.75580,335299.00,2.95932,114111,51,-675.0000,-83.0000,-4037.0000
1752796635.434,1656.629,0.42918,1.75702,335299.00,2.98241,114102,51,-660.0000,-85.0000,-4039.0000
1752796635.560,1656.755,0.42613,1.75885,333609.00,2.99752,114149,51,-679.0000,-89.0000,-4043.0000
1752796635.770,1656.965,0.42247,1.76313,325865.00,3.02103,114222,51,-677.0000,-80.0000,-4043.0000
1752796635.848,1657.043,0.41636,1.77106,325865.00,3.06875,114383,51,-662.0000,-101.0000,-4053.0000
1752796635.991,1657.186,0.41270,1.77411,312825.00,3.15827,114383,51,-691.0000,-89.0000,-4018.0000
1752796636.101,1657.296,0.40904,1.77534,312825.00,3.19667,114196,51,-660.0000,-82.0000,-4049.0000
1752796636.230,1657.425,0.40842,1.77656,309781.00,3.22808,114176,51,-661.0000,-90.0000,-4048.0000
1752796636.346,1657.541,0.40354,1.78266,309504.00,3.23097,114164,51,-669.0000,-76.0000,-4041.0000
1752796636.459,1657.654,0.40415,1.78327,302611.00,3.30456,114113,51,-683.0000,-92.0000,-4046.0000
1752796636.603,1657.798,0.40476,1.78205,303457.00,3.29536,114221,51,-661.0000,-98.0000,-4042.0000
1752796636.684,1657.879,0.39194,1.79426,301459.00,3.31719,114274,51,-661.0000,-98.0000,-4042.0000
1752796636.818,1658.013,0.40781,1.77900,289333.00,3.45621,114304,51,-657.0000,-74.0000,-4049.0000
1752796636.943,1658.138,0.42857,1.75641,312825.00,3.19667,114433,51,-670.0000,-87.0000,-4037.0000
1752796637.090,1658.285,0.42186,1.76313,306761.00,2.96063,114292,51,-682.0000,-87.0000,-4044.0000
1752796637.201,1658.396,0.40110,1.78510,306761.00,3.25986,114326,51,-687.0000,-77.0000,-4030.0000
1752796637.347,1658.542,0.39988,1.78510,297275.00,3.34217,114344,51,-662.0000,-98.0000,-4039.0000
1752796637.428,1658.623,0.39744,1.78571,297275.00,3.36388,114386,51,-667.0000,-80.0000,-4046.0000
1752796637.572,1658.767,0.39805,1.78816,298416.00,3.35102,114383,51,-681.0000,-85.0000,-4052.0000
1752796637.720,1658.915,0.39805,1.78999,295129.00,3.38834,114493,51,-677.0000,-81.0000,-4046.0000
1752796637.838,1659.033,0.39377,1.79121,294561.00,3.39488,114548,51,-681.0000,-78.0000,-4050.0000
1752796637.942,1659.137,0.39499,1.79121,292529.00,3.41846,114401,51,-673.0000,-87.0000,-4049.0000
1752796638.058,1659.253,0.39255,1.79365,292785.00,3.41547,114399,51,-677.0000,-88.0000,-4047.0000
1752796638.215,1659.410,0.39133,1.79426,290021.00,3.44802,114437,51,-673.0000,-84.0000,-4031.0000
1752796638.322,1659.517,0.39255,1.79365,289208.00,3.45772,114455,51,-684.0000,-63.0000,-4034.0000
1752796638.482,1659.677,0.38950,1.79731,287836.00,3.47419,114528,51,-664.0000,-94.0000,-4046.0000
1752796638.719,1659.914,0.38828,1.79609,284369.00,3.46444,114571,51,-672.0000,-82.0000,-4026.0000
1752796638.805,1660.000,0.37179,1.81502,284369.00,3.51655,114632,51,-681.0000,-80.0000,-4034.0000
1752796638.922,1660.117,0.37363,1.81319,266751.00,3.74881,114496,51,-675.0000,-83.0000,-4053.0000
1752796639.052,1660.247,0.37485,1.81380,269126.00,3.71573,114549,51,-670.0000,-80.0000,-4034.0000
1752796639.129,1660.324,0.37607,1.81319,268050.00,3.73064,114549,51,-669.0000,-99.0000,-4035.0000
1752796639.246,1660.441,0.37851,1.80891,269158.00,3.71528,114572,51,-669.0000,-99.0000,-4035.0000
1752796639.376,1660.571,0.37973,1.80708,273410.00,3.65751,114630,51,-668.0000,-86.0000,-4045.0000
1752796639.516,1660.711,0.37668,1.80952,273060.00,3.63269,114651,51,-674.0000,-84.0000,-4021.0000
1752796639.619,1660.814,0.37851,1.80952,273060.00,3.66219,114568,51,-677.0000,-87.0000,-4044.0000
1752796639.732,1660.927,0.37851,1.80708,274850.00,3.63834,114564,51,-672.0000,-80.0000,-4034.0000
1752796639.841,1661.036,0.37973,1.80708,275042.00,3.63580,114625,51,-668.0000,-95.0000,-4045.0000
1752796639.979,1661.174,0.37851,1.80769,273837.00,3.65181,114630,51,-673.0000,-76.0000,-4035.0000
1752796640.095,1661.290,0.37851,1.80769,275042.00,3.63580,114704,51,-674.0000,-67.0000,-4036.0000
1752796640.277,1661.472,0.37790,1.80708,277226.00,3.60716,114701,51,-662.0000,-71.0000,-4044.0000
1752796640.439,1661.634,0.37973,1.80830,273720.00,3.64301,114592,51,-681.0000,-77.0000,-4020.0000
1752796640.568,1661.763,0.37912,1.80464,273720.00,3.65337,114669,51,-670.0000,-81.0000,-4043.0000
1752796640.680,1661.875,0.37912,1.80769,277344.00,3.60562,114647,51,-671.0000,-80.0000,-4033.0000
1752796640.785,1661.980,0.37790,1.80769,274615.00,3.64146,114691,51,-679.0000,-89.0000,-4043.0000
1752796640.870,1662.065,0.37729,1.80769,275160.00,3.63424,114751,51,-664.0000,-85.0000,-4048.0000
1752796640.979,1662.174,0.37851,1.80891,274263.00,3.64612,114780,51,-675.0000,-91.0000,-4039.0000
1752796641.115,1662.310,0.37668,1.80891,273410.00,3.65751,114613,51,-659.0000,-67.0000,-4045.0000
1752796641.274,1662.469,0.37485,1.81013,273293.00,3.65907,114684,51,-678.0000,-78.0000,-4037.0000
1752796641.408,1662.603,0.37790,1.80891,272208.00,3.67366,114712,51,-678.0000,-91.0000,-4047.0000
1752796641.506,1662.701,0.37668,1.80952,272208.00,3.67366,114728,51,-671.0000,-64.0000,-4032.0000
1752796641.628,1662.823,0.37729,1.81074,272092.00,3.67523,114779,51,-670.0000,-83.0000,-4038.0000
1752796641.748,1662.943,0.37851,1.80708,274263.00,3.64612,114808,51,-661.0000,-77.0000,-4032.0000
1752796641.853,1663.048,0.37546,1.81380,273953.00,3.65025,114817,51,-680.0000,-83.0000,-4033.0000
1752796641.968,1663.163,0.37729,1.80891,271744.00,3.72431,114677,51,-684.0000,-95.0000,-4049.0000
1752796642.161,1663.356,0.37607,1.81013,271744.00,3.67992,114721,51,-669.0000,-76.0000,-4031.0000
1752796642.352,1663.547,0.37729,1.80952,271203.00,3.68726,114703,51,-669.0000,-76.0000,-4031.0000
1752796642.459,1663.654,0.37790,1.80952,272634.00,3.66792,114752,51,-672.0000,-66.0000,-4036.0000
1752796642.579,1663.774,0.37851,1.80708,272750.00,3.66635,114799,51,-679.0000,-76.0000,-4033.0000
1752796642.686,1663.881,0.37790,1.80830,274380.00,3.64457,114622,51,-661.0000,-85.0000,-4036.0000
1752796642.812,1664.007,0.37912,1.80830,274498.00,3.64301,114709,51,-669.0000,-86.0000,-4035.0000
1752796642.917,1664.112,0.37973,1.80891,274498.00,3.64301,114730,51,-666.0000,-84.0000,-4031.0000
1752796643.071,1664.266,0.37973,1.80708,274380.00,3.64457,114745,51,-675.0000,-87.0000,-4035.0000
1752796643.191,1664.386,0.38034,1.80708,274615.00,3.64146,114793,51,-665.0000,-72.0000,-4039.0000
1752796643.307,1664.502,0.37912,1.80830,275278.00,3.63269,114833,51,-684.0000,-86.0000,-4049.0000
1752796643.481,1664.676,0.37912,1.80769,275587.00,3.62861,114736,51,-679.0000,-87.0000,-4039.0000
1752796643.575,1664.770,0.38034,1.80769,274071.00,3.64869,114724,51,-669.0000,-67.0000,-4034.0000
1752796643.714,1664.909,0.37912,1.80708,274850.00,3.63834,114717,51,-679.0000,-78.0000,-4029.0000
1752796643.819,1665.014,0.37912,1.80647,275823.00,3.62550,114757,51,-682.0000,-76.0000,-4050.0000
1752796643.985,1665.180,0.37912,1.80708,274188.00,3.64713,114795,51,-669.0000,-84.0000,-4047.0000
1752796644.108,1665.303,0.37607,1.81013,272402.00,3.67104,114853,51,-672.0000,-89.0000,-4039.0000
1752796644.256,1665.451,0.37607,1.80952,271319.00,3.68570,114689,51,-682.0000,-74.0000,-4039.0000
1752796644.385,1665.580,0.37485,1.81136,270123.00,3.70201,114714,51,-679.0000,-97.0000,-4045.0000
1752796644.471,1665.666,0.37485,1.81074,270548.00,3.69620,114754,51,-674.0000,-81.0000,-4036.0000
1752796644.605,1665.800,0.37424,1.81074,271088.00,3.68883,114774,51,-670.0000,-81.0000,-4035.0000
1752796644.800,1665.995,0.37485,1.81197,271744.00,3.67992,114796,51,-656.0000,-83.0000,-4046.0000
1752796644.935,1666.130,0.37424,1.81136,270433.00,3.69620,114834,51,-675.0000,-79.0000,-4045.0000
1752796645.031,1666.226,0.37790,1.80952,270433.00,3.69777,114714,51,-672.0000,-73.0000,-4033.0000
1752796645.166,1666.361,0.37790,1.80952,272518.00,3.66948,114765,51,-670.0000,-73.0000,-4030.0000
1752796645.302,1666.497,0.37729,1.80952,272750.00,3.66635,114746,51,-672.0000,-77.0000,-4042.0000
1752796645.474,1666.669,0.37790,1.80525,272518.00,3.65751,114807,51,-662.0000,-82.0000,-4043.0000
1752796645.578,1666.773,0.37790,1.80830,272518.00,3.66948,114871,51,-689.0000,-69.0000,-4030.0000
1752796645.697,1666.892,0.37912,1.80952,273837.00,3.65181,114717,51,-662.0000,-84.0000,-4033.0000
1752796645.916,1667.111,0.37912,1.80769,273837.00,3.65181,114817,51,-670.0000,-74.0000,-4043.0000
1752796646.073,1667.268,0.37851,1.80891,274615.00,3.64146,114816,51,-670.0000,-71.0000,-4035.0000
1752796646.180,1667.375,0.37790,1.80830,273410.00,3.65751,114862,51,-689.0000,-79.0000,-4037.0000
1752796646.296,1667.491,0.37790,1.80769,273837.00,3.65181,114748,51,-670.0000,-80.0000,-4050.0000
1752796646.451,1667.646,0.37851,1.80830,274380.00,3.64457,114777,51,-673.0000,-91.0000,-4027.0000
1752796646.577,1667.772,0.37790,1.80769,275705.00,3.65025,114769,51,-664.0000,-95.0000,-4032.0000
1752796646.685,1667.880,0.37790,1.80586,275705.00,3.62706,114857,51,-666.0000,-80.0000,-4030.0000
1752796646.831,1668.026,0.37973,1.80647,276251.00,3.64146,114903,51,-675.0000,-74.0000,-4033.0000
1752796646.966,1668.161,0.38095,1.80586,276251.00,3.61989,114758,51,-673.0000,-75.0000,-4049.0000
1752796647.098,1668.293,0.38095,1.80525,275160.00,3.63424,114758,51,-664.0000,-88.0000,-4047.0000
1752796647.221,1668.416,0.37973,1.80708,277153.00,3.60810,114755,51,-669.0000,-75.0000,-4044.0000
1752796647.332,1668.527,0.38095,1.80647,276059.00,3.63269,114791,51,-670.0000,-78.0000,-4035.0000
1752796647.418,1668.613,0.37912,1.80647,276059.00,3.62240,114799,51,-672.0000,-87.0000,-4041.0000
1752796647.556,1668.751,0.37363,1.81197,267513.00,3.73813,114778,51,-669.0000,-89.0000,-4044.0000
1752796647.667,1668.862,0.37241,1.81013,269893.00,3.70516,114693,51,-669.0000,-85.0000,-4038.0000
1752796647.784,1668.979,0.37363,1.81319,264388.00,3.78232,114719,51,-679.0000,-78.0000,-4033.0000
1752796647.952,1669.147,0.37057,1.81563,268702.00,3.72159,114712,51,-674.0000,-77.0000,-4026.0000
1752796648.075,1669.270,0.37179,1.81441,266215.00,3.75635,114791,51,-665.0000,-71.0000,-4040.0000
1752796648.210,1669.405,0.37118,1.81380,266103.00,3.73222,114802,51,-665.0000,-69.0000,-4029.0000
1752796648.323,1669.518,0.37118,1.81563,266103.00,3.75794,114698,51,-684.0000,-70.0000,-4024.0000
1752796648.506,1669.701,0.37118,1.81502,266638.00,3.75040,114759,51,-673.0000,-75.0000,-4031.0000
1752796648.592,1669.787,0.36996,1.81563,266103.00,3.75794,114760,51,-673.0000,-75.0000,-4031.0000
1752796648.738,1669.933,0.36996,1.81685,265878.00,3.76112,114794,51,-671.0000,-77.0000,-4054.0000
1752796649.016,1670.211,0.36996,1.81563,267287.00,3.74129,114652,51,-669.0000,-87.0000,-4045.0000
1752796649.135,1670.330,0.37546,1.81136,274925.00,3.63735,114737,51,-689.0000,-85.0000,-4044.0000
1752796649.249,1670.444,0.36935,1.81685,267400.00,3.73971,114701,51,-676.0000,-75.0000,-4031.0000
1752796649.420,1670.615,0.36935,1.81746,264054.00,3.78710,114752,51,-676.0000,-86.0000,-4043.0000
1752796649.526,1670.721,0.37118,1.81319,265033.00,3.77310,114664,51,-679.0000,-96.0000,-4044.0000
1752796649.660,1670.855,0.37485,1.81563,268247.00,3.72790,114634,51,-678.0000,-59.0000,-4046.0000
1752796649.762,1670.957,0.37424,1.81197,266779.00,3.74841,114670,51,-671.0000,-68.0000,-4028.0000
1752796649.899,1671.094,0.37607,1.81197,269893.00,3.70516,114743,51,-684.0000,-77.0000,-4048.0000
1752796650.074,1671.269,0.37607,1.81136,271860.00,3.67836,114730,51,-664.0000,-78.0000,-4033.0000
1752796650.233,1671.428,0.37546,1.81197,271203.00,3.68726,114749,51,-662.0000,-90.0000,-4026.0000
1752796650.415,1671.610,0.36569,1.81868,263521.00,3.68726,114637,51,-675.0000,-74.0000,-4045.0000
1752796650.534,1671.729,0.37057,1.81563,263521.00,3.79476,114644,51,-666.0000,-88.0000,-4044.0000
1752796650.719,1671.914,0.37118,1.81624,265568.00,3.76551,114685,51,-652.0000,-77.0000,-4040.0000
1752796650.886,1672.081,0.36996,1.81685,265568.00,3.76551,114709,51,-677.0000,-83.0000,-4029.0000
1752796651.019,1672.214,0.36203,1.82601,264388.00,3.78232,114718,51,-669.0000,-80.0000,-4033.0000
1752796651.160,1672.355,0.36142,1.82723,255250.00,3.91773,114643,51,-661.0000,-81.0000,-4053.0000
1752796651.305,1672.500,0.35897,1.82784,255143.00,3.91936,114649,51,-663.0000,-80.0000,-4043.0000
1752796651.428,1672.623,0.35958,1.82784,253366.00,3.94685,114651,51,-676.0000,-88.0000,-4052.0000
1752796651.565,1672.760,0.35958,1.82723,253472.00,3.94521,114696,51,-681.0000,-66.0000,-4033.0000
1752796651.663,1672.858,0.35836,1.82845,252950.00,3.95334,114779,51,-678.0000,-75.0000,-4035.0000
1752796651.777,1672.972,0.37912,1.80830,272324.00,3.67209,114631,51,-668.0000,-85.0000,-4044.0000
1752796651.967,1673.162,0.37546,1.80952,272518.00,3.66948,114663,51,-693.0000,-80.0000,-4034.0000
1752796652.060,1673.255,0.37546,1.81136,272518.00,3.66948,114707,51,-693.0000,-80.0000,-4034.0000
1752796652.193,1673.388,0.37363,1.81136,270663.00,3.69463,114717,51,-677.0000,-91.0000,-4047.0000
1752796652.360,1673.555,0.37607,1.81074,270318.00,3.69934,114794,51,-688.0000,-80.0000,-4058.0000
1752796652.503,1673.698,0.37485,1.81197,270433.00,3.69777,114836,51,-687.0000,-77.0000,-4027.0000
1752796652.620,1673.815,0.37424,1.81074,270008.00,3.70359,114698,51,-675.0000,-86.0000,-4024.0000
1752796652.720,1673.915,0.37607,1.81197,270743.00,3.69354,114783,51,-665.0000,-87.0000,-4047.0000
1752796652.858,1674.053,0.37363,1.81013,269469.00,3.71100,114760,51,-680.0000,-74.0000,-4050.0000
1752796653.093,1674.288,0.37546,1.80952,268930.00,3.69572,114828,51,-673.0000,-90.0000,-4038.0000
1752796653.201,1674.396,0.37485,1.81136,268930.00,3.71843,114841,51,-678.0000,-78.0000,-4032.0000
1752796653.301,1674.496,0.37363,1.81197,270548.00,3.69620,114849,51,-669.0000,-83.0000,-4047.0000
1752796653.451,1674.646,0.37424,1.81258,269779.00,3.70673,114776,51,-697.0000,-71.0000,-4032.0000
1752796653.566,1674.761,0.37424,1.81258,269354.00,3.71257,114777,51,-679.0000,-84.0000,-4031.0000
1752796653.683,1674.878,0.37363,1.81197,269893.00,3.70516,114806,51,-668.0000,-81.0000,-4029.0000
1752796653.837,1675.032,0.37363,1.81319,270548.00,3.69620,114846,51,-677.0000,-84.0000,-4032.0000
1752796653.963,1675.158,0.37485,1.81074,270548.00,3.69620,114858,51,-677.0000,-78.0000,-4039.0000
1752796654.104,1675.299,0.37424,1.81258,269664.00,3.70831,114900,51,-667.0000,-93.0000,-4042.0000
1752796654.229,1675.424,0.37851,1.81013,270548.00,3.69620,114950,51,-674.0000,-96.0000,-4060.0000
1752796654.353,1675.548,0.37485,1.81013,273060.00,3.66219,114996,51,-668.0000,-82.0000,-4034.0000
1752796654.472,1675.667,0.38889,1.79731,270548.00,3.69620,114812,51,-674.0000,-70.0000,-4029.0000
1752796654.604,1675.799,0.37729,1.80586,271860.00,3.63834,114920,51,-677.0000,-87.0000,-4033.0000
1752796654.816,1676.011,0.37851,1.81013,271860.00,3.67836,114921,51,-669.0000,-78.0000,-4054.0000
1752796654.926,1676.121,0.37607,1.81074,270433.00,3.69777,114937,51,-675.0000,-88.0000,-4046.0000
1752796655.050,1676.245,0.37424,1.81258,271319.00,3.68570,114928,51,-675.0000,-83.0000,-4030.0000
1752796655.243,1676.438,0.37546,1.81074,270123.00,3.70201,115006,51,-674.0000,-84.0000,-4039.0000
