timestamp,elapsed_seconds,io2,io3, resistance,eda,ir,bpm,accel_x,accel_y,accel_z
1752795519.782,540.977,0.19414,1.99451,113724.00,8.72334,123298,42,-857.0000,44.0000,-4020.0000
1752795519.942,541.137,0.19170,1.99573,113724.00,8.79320,123203,42,-843.0000,35.0000,-4030.0000
1752795520.059,541.254,0.19109,1.99939,113270.00,8.82845,123103,42,-843.0000,35.0000,-4030.0000
1752795520.179,541.374,0.18987,1.99878,110938.00,9.01400,123050,42,-868.0000,41.0000,-3999.0000
1752795520.304,541.499,0.18987,2.00061,110863.00,9.02008,123077,42,-849.0000,33.0000,-4008.0000
1752795520.513,541.708,0.18803,2.00061,110077.00,9.08451,123030,42,-857.0000,49.0000,-4013.0000
1752795520.664,541.859,0.18681,2.00183,108437.00,9.22194,122559,42,-851.0000,32.0000,-4013.0000
1752795520.803,541.998,0.18498,2.00366,108364.00,9.22814,122559,42,-856.0000,54.0000,-3998.0000
1752795520.989,542.184,0.18315,2.00733,106805.00,9.36284,122358,42,-844.0000,38.0000,-4006.0000
1752795521.152,542.347,0.18010,2.00794,105076.00,9.46769,122373,42,-853.0000,45.0000,-4001.0000
1752795521.251,542.446,0.17766,2.01099,105076.00,9.51684,122373,42,-853.0000,35.0000,-4004.0000
1752795521.436,542.631,0.17643,2.01343,103096.00,9.69961,121597,42,-849.0000,50.0000,-4027.0000
1752795521.592,542.787,0.17399,2.01465,100696.00,9.84621,121642,42,-850.0000,43.0000,-4017.0000
1752795521.721,542.916,0.17399,2.01465,100696.00,9.93083,121689,42,-864.0000,40.0000,-4009.0000
